Gene_A	Gene_B	Weight
P35318	O75718	1.6E-2
P56378	O75718	1.1E-2
P62888	O75718	8.6E-3
P62917	O75718	8.6E-3
P47914	O75718	7.9E-3
P29401	O75718	6.5E-3
Q13002	O75718	1.6E-2
Q15465	O75718	1.4E-2
Q86YN1	O75718	9.3E-3
P13639	O75718	1.1E-2
Q9NY15	Q16082	1.2E-2
Q9GZV5	Q16082	7.5E-3
Q14766	Q16082	1.5E-2
P35590	Q16082	9.9E-3
P53420	Q16082	2.2E-2
P24347	Q16082	2.2E-2
P36269	Q16082	1.2E-2
P29622	Q16082	2.3E-2
P24844	Q16082	9.3E-3
P78504	Q16082	2.5E-2
O75783	Q16082	1.1E-2
Q9Y240	Q16082	1.3E-2
ENSG00000105991	Q16082	1.7E-2
Q8IUX7	Q16082	1.6E-2
O94769	Q16082	1.1E-2
P17813	Q16082	7E-3
Q14678	Q16082	1.1E-2
P54802	Q16082	2E-2
Q06432	Q16082	1.6E-2
P60568	Q16082	1.8E-2
P08294	Q16082	1.5E-2
P08493	Q16082	1.4E-2
Q9Y2L6	Q16082	2.3E-2
P29279	Q16082	1.1E-2
Q14767	Q16082	1.1E-2
Q7LGC8	Q16082	1.6E-2
Q09666	Q16082	8.8E-3
Q15642	Q16082	1.1E-2
O14498	Q16082	1.1E-2
P01225	Q16082	1.5E-2
Q14392	Q16082	1.1E-2
P49961	Q16082	1.6E-2
Q9NTJ4	Q16082	2.1E-2
Q08431	Q16082	1.2E-2
O43294	Q16082	1.7E-2
Q92908	Q16082	2.1E-2
O15492	Q16082	1.5E-2
Q13444	Q16082	1.7E-2
Q9UN79	Q16082	1.5E-2
P27658	Q16082	1.5E-2
Q8N6M6	Q16082	1.9E-2
Q01995	Q16082	1.1E-2
Q17RB8	Q16082	8.2E-3
P08134	Q16082	1.4E-2
P51690	Q16082	1.4E-2
Q12965	Q16082	9.3E-3
O75828	Q16082	2E-2
P23297	Q16082	1.4E-2
Q9BRK3	Q16082	1.2E-2
Q4LDE5	Q16082	1.2E-2
P35555	Q16082	7.9E-3
P50993	O00631	1E-2
O75363	O00631	2.4E-2
Q14324	O00631	1.5E-2
P12883	O00631	2.4E-2
P02585	O00631	2.6E-2
P13929	O00631	1.7E-2
P11055	O00631	2.4E-2
P23409	O00631	1.9E-2
P10916	O00631	2.3E-2
P63316	O00631	2.6E-2
P23109	O00631	1.9E-2
O14958	O00631	2.4E-2
P84074	O00631	9.6E-3
Q9UKX2	O00631	2.2E-2
Q14315	O00631	1.7E-2
Q14353	O00631	1.3E-2
P45378	O00631	1.8E-2
P48788	O00631	2.6E-2
P17540	O00631	2.7E-2
P13535	O00631	2.3E-2
Q13203	O00631	2.6E-2
O75096	O00631	1.3E-2
P02708	O00631	1.5E-2
Q8WZ42	O00631	2.4E-2
Q02221	O00631	2.2E-2
P19237	O00631	2.5E-2
P68032	O00631	2.5E-2
P22570	O00631	1.6E-2
P07451	O00631	2E-2
P55042	O00631	2.3E-2
P05976	O00631	2.2E-2
Q6SZW1	O95166	1.6E-2
O75448	O95166	1.8E-2
O60931	O95166	2.4E-2
Q14055	O95166	1.9E-2
Q96DI7	O95166	1.5E-2
O75164	O95166	8.7E-3
Q13952	O95166	1.5E-2
P51648	O95166	1.8E-2
Q9BUZ4	O95166	1.8E-2
O75391	O95166	1.8E-2
Q9Y371	O95166	1E-2
O76050	O95166	2.4E-2
Q9H6Y7	O95166	1.1E-2
Q99567	O95166	2E-2
Q01453	O95166	1.2E-2
Q7KZ85	O95166	1.7E-2
Q99808	O95166	1.4E-2
P09172	O95166	1.4E-2
Q9UPT9	O95166	1.6E-2
Q06945	O95166	1.1E-2
P51116	O95166	1.4E-2
O75352	O95166	1.3E-2
Q15345	O95166	1.2E-2
Q13227	O95166	1.6E-2
Q14254	O95166	9.6E-3
O75616	O95166	1.7E-2
Q6WCQ1	O95166	1.9E-2
Q8IXK0	O95166	1.9E-2
Q9UNS2	O95166	1.6E-2
O60256	O95166	1.2E-2
Q8IZL8	O95166	1.9E-2
Q9P2R6	O95166	7.1E-3
P52209	O95166	2E-2
P10586	O95166	8.2E-3
Q99469	O95166	2.1E-2
Q9NP78	O95166	1.9E-2
Q86XD5	O95166	8.8E-3
P26378	O95166	2E-2
Q9NWV4	O95166	1.6E-2
Q13164	O95166	1.4E-2
P54284	O95166	1E-2
P30260	Q9UNK0	1.4E-2
Q14667	Q9UNK0	2.1E-2
O60931	Q9UNK0	2.3E-2
Q9Y548	Q9UNK0	1.5E-2
Q96DI7	Q9UNK0	1.5E-2
Q86US8	Q9UNK0	1.1E-2
O75602	Q9UNK0	1.7E-2
O43847	Q9UNK0	1.3E-2
Q49AR2	Q9UNK0	1.8E-2
Q9Y266	Q9UNK0	1.9E-2
O75391	Q9UNK0	1.6E-2
O00154	Q9UNK0	9.4E-3
P11216	Q9UNK0	1.1E-2
O43257	Q9UNK0	1.6E-2
P53004	Q9UNK0	2E-2
Q9H6Y7	Q9UNK0	9E-3
O75976	Q9UNK0	1.8E-2
P32856	Q9UNK0	1.8E-2
P42685	Q9UNK0	1.3E-2
Q99497	Q9UNK0	1.4E-2
Q99437	Q9UNK0	8.2E-3
O43414	Q9UNK0	1.1E-2
P78383	Q9UNK0	1.6E-2
P06132	Q9UNK0	1.6E-2
Q14457	Q9UNK0	1.8E-2
O75937	Q9UNK0	1.4E-2
P51116	Q9UNK0	1.3E-2
O75352	Q9UNK0	1.1E-2
P23258	Q9UNK0	1.7E-2
P20711	Q9UNK0	1.4E-2
Q13227	Q9UNK0	1.7E-2
Q14254	Q9UNK0	1.1E-2
O75616	Q9UNK0	1.7E-2
Q9UBM1	Q9UNK0	8.4E-3
Q12999	Q9UNK0	2.2E-2
O15069	Q9UNK0	1.1E-2
P30419	Q9UNK0	1.8E-2
P61163	Q9UNK0	1.1E-2
Q9UNS2	Q9UNK0	1.3E-2
O60256	Q9UNK0	1.2E-2
P28072	Q9UNK0	2.2E-2
Q99469	Q9UNK0	1.8E-2
P09417	Q9UNK0	1.3E-2
Q86XD5	Q9UNK0	8.3E-3
P35998	Q9UNK0	1.6E-2
Q9HC38	Q9UNK0	1.1E-2
O95166	Q9UNK0	1.7E-2
P38398	P06493	1.2E-2
Q14181	P06493	9.2E-3
Q12769	P06493	7.4E-3
Q99550	P06493	1.3E-2
Q15645	P06493	7.5E-3
O75330	P06493	8E-3
Q9NYZ3	P06493	1.2E-2
Q96R06	P06493	8.3E-3
O14777	P06493	7.8E-3
Q9ULW0	P06493	4.3E-3
Q99741	P06493	7.1E-3
P43246	P06493	8E-3
O00311	P06493	8.7E-3
P43487	P06493	3.9E-3
P56282	P06493	4.5E-3
Q16667	P06493	9.7E-3
Q99986	P06493	5.4E-3
Q14691	P06493	4.6E-3
P10244	P06493	5.6E-3
Q99708	P06493	9.7E-3
Q06547	P06493	1.3E-2
Q9Y4Y9	P06493	7.8E-3
P35244	P06493	8.9E-3
Q15910	P06493	7E-3
Q9GZY4	P06493	9.6E-3
Q9UQE7	P06493	5.2E-3
Q00059	P06493	6E-3
O43502	P06493	9.3E-3
O96028	P06493	6.7E-3
Q08050	P06493	5.6E-3
Q96B01	P06493	9.2E-3
P40937	P06493	1.2E-2
Q9UNS1	P06493	7.1E-3
Q16630	P06493	7.6E-3
P84103	P06493	1.1E-2
P25205	P06493	5.5E-3
P33981	P06493	8E-3
Q9NTJ3	P06493	8.4E-3
Q96RG2	P06493	1E-2
Q12834	P06493	7.5E-3
P51955	P06493	9.1E-3
Q96B26	P06493	7.1E-3
P42167	P06493	9.5E-3
P25208	P06493	9.3E-3
O75608	P06493	6.6E-3
P38432	P06493	9.9E-3
Q15003	P06493	5.5E-3
P22626	P06493	5.6E-3
O95229	P06493	7.1E-3
P33552	P06493	4.5E-3
P35659	P06493	5.7E-3
Q15398	P06493	6E-3
O14929	P06493	8.5E-3
P26358	P06493	5.2E-3
Q9P2W1	P06493	1E-2
P11388	P06493	8.1E-3
P60059	P06493	9.1E-3
P12004	P06493	7E-3
P49321	P06493	7.3E-3
P40938	P06493	1.1E-2
P14635	P06493	5.2E-3
O60506	P06493	7.3E-3
Q12815	P06493	6.7E-3
Q14674	P06493	9.5E-3
Q5TBB1	P06493	8.5E-3
O00425	P06493	7.6E-3
Q07955	P06493	5.8E-3
O96019	P06493	6E-3
P62995	P06493	7.2E-3
O95347	P06493	1E-2
Q92820	P06493	1.2E-2
P52732	P06493	5.7E-3
Q96Q89	P06493	8.9E-3
P51530	P06493	8.1E-3
Q9NVA2	P06493	1.1E-2
Q02224	P06493	6.5E-3
Q13569	P06493	5.5E-3
P51587	P06493	8.6E-3
Q9NVI1	P06493	5.7E-3
P67812	P06493	8.8E-3
O00444	P06493	1.1E-2
Q99661	P06493	7.8E-3
Q9BTT0	P06493	9.8E-3
O43768	P06493	1E-2
Q03188	P06493	7.2E-3
P20248	P06493	8.2E-3
P49643	P06493	1.2E-2
P78346	P06493	9.7E-3
P46013	P06493	1.2E-2
Q15542	P06493	1.3E-2
Q5JUR7	P06493	1.3E-2
O60870	P06493	9.6E-3
Q9HBM1	P06493	1.1E-2
P53567	P06493	8.5E-3
P61758	P06493	7.4E-3
O60566	P06493	4.5E-3
O95067	P06493	4.7E-3
P30307	P06493	9.7E-3
O94782	P06493	7.2E-3
Q92547	P06493	5.4E-3
P35249	P06493	5.4E-3
Q14493	P06493	8.4E-3
P0C0S5	P06493	5.7E-3
P26583	P06493	5.1E-3
O75446	P06493	8.5E-3
Q13257	P06493	1.4E-2
O95997	P06493	7.3E-3
P37287	P06493	1E-2
Q14680	P06493	6.7E-3
Q99633	P06493	9.3E-3
P30291	P06493	1.2E-2
Q15004	P06493	5.2E-3
O14524	P06493	6.4E-3
P23921	P06493	5.7E-3
Q13111	P06493	5.5E-3
P04183	P06493	8.7E-3
P39748	P06493	5.4E-3
O43683	P06493	6.1E-3
Q9GZN4	P0CG47	1.3E-2
P17600	P0CG47	1.1E-2
P63313	P0CG47	1.9E-2
P61619	P0CG47	1.7E-2
Q9UIB8	P0CG47	9.5E-3
Q16658	P0CG47	1.4E-2
P60709	P0CG47	2.1E-2
Q5JWF2	P0CG47	2.2E-2
Q16555	P0CG47	1.4E-2
P08238	P0CG47	2.1E-2
P17568	P0CG47	1E-2
Q93045	P0CG47	1.9E-2
P14866	P0CG47	1.2E-2
Q96DZ5	P0CG47	8.6E-3
P84098	P0CG47	1.1E-2
Q99453	P0CG47	1.6E-2
P04406	P0CG47	2.1E-2
P12074	P0CG47	1.2E-2
P42685	P0CG47	1.6E-2
Q99497	P0CG47	1.6E-2
P68363	P0CG47	1.8E-2
Q9UPT9	P0CG47	1.6E-2
P54107	P0CG47	1.5E-2
P27824	P0CG47	1.7E-2
Q9UPT8	P0CG47	1.2E-2
P23258	P0CG47	1.7E-2
Q13227	P0CG47	1.2E-2
P35913	P0CG47	1.8E-2
P27348	P0CG47	2E-2
Q13885	P0CG47	7.3E-3
Q9BVA1	P0CG47	1.4E-2
Q9UGJ1	P0CG47	1.5E-2
P28072	P0CG47	1.8E-2
O00165	P0CG47	1.5E-2
Q9Y2K9	P0CG47	1.6E-2
P0CG48	P0CG47	2.3E-2
P68104	P0CG47	1.2E-2
P20962	P0CG47	1.4E-2
Q71U36	P0CG47	1.9E-2
P31943	P0CG47	2.2E-2
Q15386	Q6P4R8	1.8E-2
P23588	Q6P4R8	1.2E-2
O95819	Q6P4R8	2.3E-2
Q6IC98	Q6P4R8	2E-2
O43264	Q6P4R8	2.6E-2
Q13614	Q6P4R8	1.9E-2
P26640	Q6P4R8	1.1E-2
O60688	Q6P4R8	1E-2
Q9BY77	Q6P4R8	1.1E-2
Q15750	Q6P4R8	1.1E-2
Q9NV88	Q6P4R8	2E-2
Q6NXE6	Q6P4R8	7.9E-3
Q16586	Q6P4R8	8.2E-3
P20226	Q6P4R8	9.7E-3
Q13308	Q6P4R8	2.2E-2
Q53HI1	Q6P4R8	1.4E-2
Q03164	Q6P4R8	9.4E-3
Q9UKM9	Q6P4R8	2.2E-2
Q9NS37	Q6P4R8	1.6E-2
Q00975	Q6P4R8	6.9E-3
Q14207	Q6P4R8	1.9E-2
O14681	Q6P4R8	2.1E-2
Q16549	Q6P4R8	8.3E-3
O94888	Q6P4R8	8.9E-3
Q9Y4B4	Q6P4R8	1.2E-2
Q96AG3	Q6P4R8	1.1E-2
Q9NR30	Q6P4R8	1.2E-2
Q86XR8	Q6P4R8	2E-2
P21439	P15090	1E-2
Q13489	P15090	1.3E-2
Q16602	P15090	1.2E-2
O43736	P15090	2.2E-2
O94768	P15090	1.7E-2
O14986	P15090	1.5E-2
Q06432	P15090	1.9E-2
Q92478	P15090	7.1E-3
ENSG00000112297	P15090	1.4E-2
Q9Y233	P15090	1.4E-2
O60759	P15090	1.2E-2
Q12805	P15090	1.2E-2
P35558	P15090	2.8E-2
P22794	P15090	8.9E-3
Q16853	P15090	1.3E-2
P47775	P15090	1.3E-2
P16671	P15090	1.9E-2
O95760	P15090	1.7E-2
Q13021	P15090	1.6E-2
Q15847	P15090	2E-2
Q01543	P15090	7.8E-3
Q14515	P15090	1.5E-2
Q03014	P15090	8.8E-3
Q9Y6Y9	P15090	8.4E-3
Q9UM01	P15090	1.9E-2
O15247	P15090	1.5E-2
P15813	P15090	1.8E-2
ENSG00000288512	P15090	1E-2
O60240	P15090	4.4E-2
Q93091	P15090	2.5E-2
Q8NFH8	P15090	1.5E-2
O75807	P01100	1.5E-2
Q08116	P01100	2.2E-2
O75293	P01100	1.9E-2
P36269	P01100	1.2E-2
Q92537	P01100	1.2E-2
P55899	P01100	1.2E-2
O94769	P01100	1.1E-2
P13500	P01100	2.3E-2
Q99075	P01100	1.6E-2
Q02535	P01100	9.1E-3
P21580	P01100	1.5E-2
O00141	P01100	1.8E-2
P29279	P01100	1.2E-2
Q13886	P01100	1.3E-2
P28562	P01100	2.4E-2
P18146	P01100	2.4E-2
P11161	P01100	1.6E-2
P22736	P01100	2.5E-2
P53539	P01100	2.4E-2
P26651	P01100	2.3E-2
O14498	P01100	1E-2
O14503	P01100	1.1E-2
P54849	P01100	1.4E-2
P01106	P01100	2.2E-2
P46695	P01100	1.1E-2
O95992	P01100	1.5E-2
P46940	P01100	7E-3
P57059	P01100	2.2E-2
O00622	P01100	1.6E-2
O15492	P01100	1.8E-2
Q13576	P01100	1.4E-2
P06396	P01100	9.2E-3
P43354	P01100	2E-2
O15247	P01100	1.2E-2
Q12965	P01100	8.3E-3
P78543	P01100	2.5E-2
Q9BTL4	P01100	2E-2
P18847	P01100	2.1E-2
Q16270	P01100	1.1E-2
P37173	P01100	6.9E-3
Q7Z3E1	P01100	2E-2
O43609	P01100	1.7E-2
Q4LDE5	P01100	1.2E-2
Q4L180	P01100	1.2E-2
Q5TGL8	P01100	2.1E-2
P32249	P01100	2.1E-2
P13473	P49755	1.6E-2
Q9NZC3	P49755	2.3E-2
Q14764	P49755	1.2E-2
P30740	P49755	1.1E-2
P07686	P49755	9.6E-3
P11169	P49755	1.4E-2
P10619	P49755	1.2E-2
Q15629	P49755	1.1E-2
P80303	P49755	1.9E-2
P13987	P49755	1.4E-2
Q06323	P49755	2.3E-2
P09382	P49755	1.2E-2
P06737	P49755	8.2E-3
Q9Y5K8	P49755	1.6E-2
O15270	P49755	2.4E-2
Q16665	P49755	2.1E-2
Q15436	P49755	2.3E-2
P19105	P49755	6.6E-3
P41279	P49755	9.1E-3
Q9BUP3	P49755	1.9E-2
Q9UPZ3	P49755	2.3E-2
P51397	P49755	1.9E-2
Q8NC54	P49755	2.3E-2
P04899	P49755	1.3E-2
Q13637	P49755	1.3E-2
O14950	P49755	2.4E-2
O14503	P49755	1.2E-2
P08962	P49755	1.3E-2
O60603	P49755	8.6E-3
Q16678	P49755	1.2E-2
O95992	P49755	1.5E-2
P20073	P49755	1.2E-2
P46940	P49755	7.4E-3
Q10472	P49755	2.5E-2
P55210	P49755	1.2E-2
O14773	P49755	1.4E-2
O75592	Q15797	1E-2
Q16787	Q15797	1.7E-2
Q92995	Q15797	1.3E-2
O94921	Q15797	1.3E-2
P49619	Q15797	1.6E-2
Q9Y5L0	Q15797	1.1E-2
Q16513	Q15797	9.7E-3
Q9NXR8	Q15797	1.3E-2
Q9Y2M5	Q15797	9.5E-3
Q15154	Q15797	1.3E-2
Q15788	Q15797	1E-2
O60688	Q15797	7E-3
O15066	Q15797	9.8E-3
Q96QG7	Q15797	1.3E-2
Q96NL0	Q15797	8.9E-3
Q92538	Q15797	9.5E-3
Q05516	Q15797	1.6E-2
Q9Y450	Q15797	8E-3
P20585	Q15797	1.1E-2
O43815	Q15797	1.6E-2
Q08170	Q15797	1E-2
O00214	Q15797	9.9E-3
Q03164	Q15797	6.8E-3
P16220	Q15797	9.7E-3
O75840	Q15797	9E-3
O60669	Q15797	1.5E-2
O43524	Q15797	8.7E-3
P50539	Q15797	1.2E-2
O43791	Q15797	1E-2
P42336	Q15797	1.2E-2
O43766	Q15797	1.1E-2
P53621	Q15797	1E-2
P43088	Q15797	1.8E-2
O00198	Q15797	1.3E-2
A6NKB5	Q15797	9.4E-3
P63000	Q15797	1.3E-2
Q8N1G2	Q15797	7.5E-3
Q99590	Q15797	9.5E-3
P14859	Q15797	8E-3
O94903	Q15797	1.5E-2
Q9UEY8	Q15797	1.2E-2
Q9NQB0	Q15797	1.1E-2
Q155Q3	Q15797	9.1E-3
Q12837	Q15797	1.4E-2
Q9Y6X0	Q15797	1.1E-2
P29558	Q15797	1.4E-2
P50443	Q15797	1.4E-2
P15036	Q15797	1.2E-2
P29353	Q15797	1.2E-2
Q04864	Q15797	1.3E-2
O94888	Q15797	6.8E-3
Q02108	Q15797	1.4E-2
Q01804	Q15797	1.4E-2
P42574	Q15797	1.3E-2
Q99967	Q15797	1.3E-2
Q9UP83	Q15797	1.4E-2
Q96QB1	Q15797	8.8E-3
P46108	Q15797	1.1E-2
O60861	P28325	1.9E-2
P50993	P28325	1.2E-2
P09110	P28325	3E-2
O75487	P28325	2.2E-2
O43736	P28325	2.2E-2
O43491	P28325	1.2E-2
Q9BZ29	P28325	1.9E-2
P01034	P28325	2.2E-2
Q86X29	P28325	2.7E-2
P41222	P28325	2E-2
P54764	P28325	1.3E-2
Q09666	P28325	8.7E-3
P41134	P28325	2.5E-2
Q9HB58	P28325	1.3E-2
Q13137	P28325	2.1E-2
Q9NZL6	P28325	1.6E-2
Q9UN79	P28325	1.5E-2
O15049	P28325	2.1E-2
Q9BQJ4	P28325	1.1E-2
P06396	P28325	8.9E-3
Q12929	P28325	1.2E-2
P82987	P28325	1.4E-2
O75676	P28325	2.5E-2
P37173	P28325	7.4E-3
Q8N2G6	P28325	9.4E-3
Q9NZH0	P28325	2.4E-2
P24592	P28325	1.4E-2
Q8IVD9	Q04743	1.3E-2
Q16651	Q04743	1.5E-2
P41586	Q04743	1.5E-2
P27708	Q04743	1.5E-2
O75154	Q04743	1.7E-2
Q8N350	Q04743	2.3E-2
Q9H488	Q04743	2.1E-2
Q9Y3X0	Q04743	1.3E-2
Q16617	Q04743	2.1E-2
Q92988	Q04743	1.2E-2
P11166	Q04743	1.1E-2
P58173	Q04743	1.5E-2
O95238	Q04743	1.2E-2
O15439	Q04743	2.1E-2
P48066	Q04743	1.9E-2
Q96D71	Q04743	1.9E-2
Q9C0A1	Q04743	2.1E-2
P23677	Q04743	1.6E-2
Q13201	Q04743	1.4E-2
Q96F83	Q04743	1.5E-2
Q86WV1	Q04743	1.2E-2
P04637	Q04743	2.6E-2
P62979	Q04743	1.4E-2
O75891	Q04743	1.2E-2
Q14990	Q04743	1.2E-2
Q13349	Q04743	1.1E-2
P51690	Q04743	1.9E-2
P32320	Q04743	1.2E-2
P02489	Q04743	1.9E-2
P08887	Q04743	1.1E-2
Q6NTE8	Q04743	1.6E-2
O00341	Q04743	1.3E-2
P32238	Q04743	8.7E-3
P51170	Q04743	3E-2
P05423	Q04743	1.1E-2
Q9UPZ6	O15041	2.1E-2
Q9UKZ4	O15041	2.3E-2
Q8TDY2	O15041	1.3E-2
Q14563	O15041	2.5E-2
Q9Y3Q0	O15041	1.8E-2
Q8WZA2	O15041	1.5E-2
O75970	O15041	1.2E-2
Q5VV63	O15041	2E-2
O94907	O15041	1.9E-2
O95677	O15041	3.7E-2
Q9NQC3	O15041	1.2E-2
Q14435	O15041	2E-2
O00214	O15041	1.2E-2
O95490	O15041	2.9E-2
P16519	O15041	2.3E-2
O14921	O15041	2.2E-2
Q8NF91	O15041	1.4E-2
Q9Y2G4	O15041	2.1E-2
O60486	O15041	9.9E-3
Q13794	O15041	2.3E-2
P05067	O15041	1.5E-2
P23470	O15041	2.1E-2
Q13634	O15041	1.6E-2
P12544	O15041	1.6E-2
O60284	O15041	2.3E-2
P23468	O15041	2.7E-2
P50443	O15041	2E-2
Q9NYI0	O15041	2.6E-2
Q99684	O15041	1.2E-2
Q96HC4	O15041	2.2E-2
P03952	O15041	1.6E-2
Q96JQ2	O15041	2.1E-2
O60315	O15041	2E-2
P29371	O15041	9.2E-3
Q11201	O75325	2.2E-2
Q15599	O75325	8.8E-3
Q8WWN9	O75325	8.5E-3
Q9NYQ6	O75325	1.7E-2
P43652	O75325	2.2E-2
Q16635	O75325	7.1E-3
Q8IZJ1	O75325	1.9E-2
P09919	O75325	2.1E-2
O75916	O75325	1.8E-2
Q17R60	O75325	6.9E-3
O94933	O75325	2.1E-2
Q99542	O75325	9.9E-3
O43248	O75325	1.4E-2
Q14833	O75325	9.5E-3
A1L390	O75325	1.1E-2
Q92949	O75325	1.7E-2
O15335	O75325	1E-2
Q04726	O75325	2.2E-2
P08833	O75325	7.8E-3
Q99865	O75325	1.8E-2
Q00266	O75325	2.3E-2
Q96N16	O75325	7.6E-3
P50406	O75325	1.7E-2
P49585	O75325	1.9E-2
Q96AQ6	O75325	2.6E-2
Q12851	O75325	1.3E-2
P14770	O75325	9.3E-3
Q16563	Q9Y6M5	8.5E-3
Q14764	Q9Y6M5	8.5E-3
P30740	Q9Y6M5	1.1E-2
P15260	Q9Y6M5	1.1E-2
Q86Y07	Q9Y6M5	1.5E-2
P20333	Q9Y6M5	7.7E-3
P28799	Q9Y6M5	1.3E-2
Q13094	Q9Y6M5	1.1E-2
Q15836	Q9Y6M5	1.5E-2
P10619	Q9Y6M5	9.7E-3
P36956	Q9Y6M5	2E-2
ENSG00000283852	Q9Y6M5	1.3E-2
P36871	Q9Y6M5	1.9E-2
O75844	Q9Y6M5	2.2E-2
P09382	Q9Y6M5	9.6E-3
Q92537	Q9Y6M5	1.1E-2
Q92597	Q9Y6M5	1.7E-2
O60568	Q9Y6M5	1.5E-2
P35869	Q9Y6M5	6.9E-3
O00233	Q9Y6M5	1.4E-2
O60493	Q9Y6M5	1.7E-2
P28676	Q9Y6M5	1.8E-2
Q16236	Q9Y6M5	1.4E-2
P22307	Q9Y6M5	1.1E-2
Q13637	Q9Y6M5	1.1E-2
Q16514	Q9Y6M5	1.8E-2
Q13287	Q9Y6M5	1E-2
P10301	Q9Y6M5	1.2E-2
P54652	Q9Y6M5	1.5E-2
P61224	Q9Y6M5	2.1E-2
O15143	Q9Y6M5	6.4E-3
Q01518	Q9Y6M5	1.3E-2
P50897	Q9Y6M5	1.7E-2
P26572	Q9Y6M5	1.4E-2
P17931	Q9Y6M5	8.4E-3
P19474	Q9Y6M5	1.7E-2
P08962	Q9Y6M5	9.5E-3
O15432	Q9Y6M5	1.6E-2
O60603	Q9Y6M5	6.6E-3
O00560	Q9Y6M5	1E-2
P55084	Q9Y6M5	1.8E-2
P61160	Q9Y6M5	1.7E-2
P20073	Q9Y6M5	9.4E-3
P49189	Q9Y6M5	1.8E-2
Q92963	Q9Y6M5	1.2E-2
P08134	Q9Y6M5	1.2E-2
P21291	Q9Y6M5	1.3E-2
O75676	Q9Y6M5	1.5E-2
P23458	Q9Y6M5	1.7E-2
O15511	Q9Y6M5	1.6E-2
Q9Y696	Q9Y6M5	1.6E-2
O60341	Q7Z570	9.3E-3
Q13618	Q7Z570	1.2E-2
P01266	Q7Z570	1.6E-2
Q96DI7	Q7Z570	1.3E-2
Q8TEY7	Q7Z570	9.4E-3
Q5VWQ0	Q7Z570	9.9E-3
Q9P286	Q7Z570	1.2E-2
P13232	Q7Z570	1.7E-2
P23771	Q7Z570	1.7E-2
Q9ULJ6	Q7Z570	1.1E-2
Q9NYA4	Q7Z570	1.5E-2
Q8IUR7	Q7Z570	1.9E-2
P52746	Q7Z570	8.9E-3
Q13129	Q7Z570	1.4E-2
Q9UJD0	Q7Z570	8.9E-3
Q12972	Q7Z570	1.4E-2
Q9Y2G1	Q7Z570	1.7E-2
Q9UPG8	Q7Z570	1E-2
Q4VCS5	Q7Z570	1.5E-2
Q8N1I0	Q7Z570	1.1E-2
O60563	Q7Z570	1.8E-2
Q9Y2F9	Q7Z570	2E-2
Q92565	Q7Z570	1.7E-2
Q9H992	Q7Z570	1.7E-2
O60256	Q7Z570	1.2E-2
P55786	Q7Z570	1.3E-2
Q9C0F0	Q7Z570	1.2E-2
Q9UPN4	Q7Z570	1.3E-2
O00470	Q7Z570	1.9E-2
O43314	Q7Z570	1.4E-2
Q5VZL5	Q7Z570	9.3E-3
Q86UE8	Q7Z570	1.3E-2
O14967	Q7Z570	1.8E-2
O43612	Q7Z570	1.7E-2
O60503	Q7Z570	1.9E-2
P26378	Q7Z570	1.6E-2
Q9UPU5	Q7Z570	1.2E-2
Q02086	Q7Z570	1.2E-2
P35568	Q7Z570	1.8E-2
O95372	P05787	1.4E-2
P43686	P05787	1.1E-2
P07384	P05787	9.9E-3
P53680	P05787	1.2E-2
Q5JTH9	P05787	1.1E-2
P78540	P05787	1.2E-2
Q13084	P05787	1.2E-2
Q13445	P05787	1.3E-2
P48556	P05787	1.6E-2
P17568	P05787	1.2E-2
P51665	P05787	9.9E-3
Q15370	P05787	1.6E-2
Q13011	P05787	1.5E-2
P06744	P05787	1.1E-2
P36954	P05787	8.4E-3
P38117	P05787	1.4E-2
Q9UI14	P05787	1E-2
O14579	P05787	1.2E-2
Q9BVK8	P05787	1.4E-2
O43257	P05787	1.2E-2
P60174	P05787	1.3E-2
P12074	P05787	1E-2
ENSG00000112695	P05787	1.4E-2
Q08426	P05787	1.4E-2
Q15392	P05787	1.1E-2
Q99497	P05787	1.1E-2
O14713	P05787	1.3E-2
O95718	P05787	1.1E-2
O75298	P05787	1.3E-2
Q9BYM8	P05787	1.3E-2
P04632	P05787	8.8E-3
P14854	P05787	1.1E-2
Q13526	P05787	1.3E-2
P61803	P05787	1.5E-2
Q16186	P05787	1.1E-2
O43633	P05787	1.6E-2
P61081	P05787	1.5E-2
O43678	P05787	1.2E-2
P53365	P05787	1.2E-2
P52565	P05787	1E-2
P28072	P05787	1.4E-2
Q15526	P05787	1.3E-2
Q15527	P05787	1.3E-2
O76062	P05787	1.3E-2
P04075	P05787	1.2E-2
P53567	P05787	1.2E-2
Q96CW1	P05787	1.2E-2
Q8N4S7	P05787	1.2E-2
Q15008	P05787	1.6E-2
P04843	P05787	1.3E-2
O14949	P05787	1.2E-2
P15259	P05787	1.4E-2
Q10713	P05787	1.3E-2
P17980	P05787	7.4E-3
Q92832	P05787	1.5E-2
O95169	P05787	1.3E-2
Q12962	P05787	1.3E-2
P32119	P05787	6.9E-3
ENSG00000168061	P05787	1.2E-2
O43920	P05787	1.5E-2
O43657	P29275	2.5E-2
Q9UMQ3	P29275	1.9E-2
O75581	P29275	2.1E-2
P24278	P29275	2.2E-2
P51810	P29275	1E-2
Q92674	P29275	1.2E-2
O15169	P29275	1.1E-2
Q92988	P29275	1.1E-2
P30968	P29275	2.1E-2
P49207	P29275	1.2E-2
Q13478	P29275	2.2E-2
P63252	P29275	1.2E-2
P15172	P29275	1.8E-2
